"Date","Price","Open","High","Low","Change %"
"03/09/2026","5.702","5.642","5.729","5.642","1.10%"
"03/06/2026","5.640","5.601","5.670","5.589","1.18%"
"03/05/2026","5.574","5.564","5.694","5.564","0.16%"
"03/04/2026","5.565","5.616","5.663","5.565","-0.91%"
"03/03/2026","5.616","5.616","5.616","5.616","0.00%"
"03/02/2026","5.616","5.532","5.660","5.530","1.50%"
"02/27/2026","5.533","5.529","5.568","5.505","0.04%"
"02/26/2026","5.531","5.617","5.617","5.531","-1.53%"
"02/25/2026","5.617","5.582","5.622","5.579","0.63%"
"02/24/2026","5.582","5.595","5.606","5.582","-0.23%"
"02/23/2026","5.595","5.639","5.664","5.595","-0.80%"
"02/20/2026","5.640","5.664","5.681","5.567","-0.42%"
"02/19/2026","5.664","5.664","5.664","5.664","0.00%"
"02/18/2026","5.664","5.645","5.667","5.545","0.32%"
"02/17/2026","5.646","5.650","5.695","5.591","-0.09%"
"02/16/2026","5.651","5.651","5.659","5.584","0.00%"
"02/13/2026","5.651","5.700","5.700","5.651","-0.86%"
"02/12/2026","5.700","5.691","5.702","5.609","0.16%"
"02/11/2026","5.691","5.666","5.729","5.641","0.44%"
"02/10/2026","5.666","5.710","5.777","5.656","-0.77%"
"02/09/2026","5.710","5.669","5.710","5.631","0.72%"
"02/06/2026","5.669","5.669","5.766","5.669","-0.02%"
"02/05/2026","5.670","5.721","5.761","5.649","-0.89%"
"02/04/2026","5.721","5.677","5.780","5.641","0.78%"
"02/03/2026","5.677","5.703","5.707","5.610","-0.47%"
"02/02/2026","5.704","5.693","5.810","5.693","0.18%"
"01/30/2026","5.694","5.750","5.763","5.685","-0.99%"
"01/29/2026","5.751","5.766","5.797","5.751","-0.26%"
"01/28/2026","5.766","5.788","5.801","5.751","-0.40%"
"01/27/2026","5.789","5.775","5.799","5.745","0.24%"
"01/26/2026","5.775","5.775","5.775","5.775","0.00%"
"01/23/2026","5.775","5.768","5.792","5.765","0.10%"
"01/22/2026","5.769","5.804","5.814","5.767","-0.62%"
"01/21/2026","5.805","5.741","5.805","5.720","1.11%"
"01/20/2026","5.741","5.743","5.837","5.741","-0.03%"
"01/19/2026","5.743","5.712","5.743","5.712","0.53%"
"01/16/2026","5.713","5.696","5.751","5.696","0.28%"
"01/15/2026","5.697","5.697","5.697","5.697","0.00%"
"01/14/2026","5.697","5.659","5.711","5.653","0.65%"
"01/13/2026","5.660","5.659","5.680","5.655","0.02%"
"01/12/2026","5.659","5.638","5.659","5.625","0.35%"
"01/09/2026","5.639","5.655","5.671","5.639","-0.30%"
"01/08/2026","5.656","5.667","5.689","5.650","-0.19%"
"01/07/2026","5.667","5.672","5.700","5.657","-0.09%"
"01/06/2026","5.672","5.647","5.672","5.602","0.44%"
"01/05/2026","5.647","5.676","5.721","5.647","-0.53%"
"01/02/2026","5.677","5.692","5.706","5.677","-0.28%"
"01/01/2026","5.693","5.578","5.712","5.578","2.04%"
"12/31/2025","5.579","5.599","5.611","5.579","-0.37%"
"12/30/2025","5.600","5.670","5.672","5.595","-1.23%"
"12/29/2025","5.670","5.582","5.720","5.575","1.58%"
"12/26/2025","5.582","5.444","5.582","5.444","2.53%"
"12/25/2025","5.444","5.444","5.444","5.444","0.00%"
"12/24/2025","5.444","5.438","5.444","5.429","0.11%"
"12/23/2025","5.438","5.444","5.448","5.438","-0.11%"
"12/22/2025","5.444","5.446","5.450","5.439","-0.04%"
"12/19/2025","5.446","5.446","5.446","5.444","0.02%"
"12/18/2025","5.445","5.494","5.495","5.445","-0.89%"
"12/17/2025","5.494","5.501","5.502","5.492","-0.13%"
"12/16/2025","5.501","5.506","5.511","5.501","-0.11%"
"12/15/2025","5.507","5.495","5.544","5.488","0.22%"
"12/12/2025","5.495","5.495","5.596","5.495","-0.02%"
"12/11/2025","5.496","5.494","5.556","5.457","0.04%"
"12/10/2025","5.494","5.464","5.534","5.462","0.53%"
"12/09/2025","5.465","5.516","5.516","5.465","-0.94%"
"12/08/2025","5.517","5.509","5.567","5.507","0.64%"
"12/05/2025","5.482","5.595","5.621","5.482","-1.42%"
"12/04/2025","5.561","5.628","5.628","5.561","-0.22%"
"12/03/2025","5.573","5.520","5.630","5.518","2.16%"
"12/02/2025","5.455","5.519","5.621","5.455","0.63%"
"12/01/2025","5.421","5.506","5.520","-0.211","-0.81%"
"11/28/2025","5.465","5.527","5.577","5.465","-1.34%"
"11/27/2025","5.539","5.506","5.539","5.499","0.80%"
"11/26/2025","5.495","5.551","5.561","5.495","-0.76%"
"11/25/2025","5.537","5.557","5.558","5.537","-0.41%"
"11/24/2025","5.560","5.543","5.560","5.536","0.58%"
"11/21/2025","5.528","5.547","5.565","5.528","-0.47%"
"11/20/2025","5.554","5.545","5.554","5.536","0.00%"
"11/19/2025","5.554","5.538","5.554","5.518","0.29%"
"11/18/2025","5.538","5.542","5.575","5.535","-0.07%"
"11/17/2025","5.542","5.536","5.543","5.530","0.09%"
"11/14/2025","5.537","5.529","5.539","5.516","0.44%"
"11/13/2025","5.513","5.545","5.551","5.513","-0.54%"
"11/12/2025","5.543","5.551","5.557","5.543","0.71%"
"11/11/2025","5.504","5.549","5.572","5.504","-0.88%"
"11/10/2025","5.553","5.558","5.580","5.553","0.23%"
"11/07/2025","5.540","5.586","5.591","5.540","-0.65%"
"11/06/2025","5.576","5.562","5.597","5.534","0.25%"
"11/05/2025","5.562","5.562","5.562","5.562","0.49%"
"11/04/2025","5.535","5.554","5.623","5.535","0.78%"
"11/03/2025","5.492","5.596","5.596","5.492","-2.21%"
"10/31/2025","5.616","5.569","5.616","5.569","1.04%"
"10/30/2025","5.558","5.572","5.681","5.558","-2.03%"
"10/29/2025","5.673","5.542","5.673","5.542","3.48%"
"10/28/2025","5.482","5.544","5.544","5.482","-0.94%"
"10/27/2025","5.534","5.540","5.570","5.534","0.34%"
"10/24/2025","5.515","5.533","5.587","5.496","-0.92%"
"10/23/2025","5.566","5.530","5.566","5.524","0.58%"
"10/22/2025","5.534","5.530","5.534","5.530","0.07%"
"10/21/2025","5.530","5.530","5.530","5.530","-0.07%"
"10/20/2025","5.534","5.561","5.561","5.534","0.05%"
"10/17/2025","5.531","5.525","5.561","5.521","0.97%"
"10/16/2025","5.478","5.643","5.643","5.478","-0.76%"
"10/15/2025","5.520","5.496","5.531","5.480","1.64%"
"10/14/2025","5.431","5.520","5.528","5.431","-1.13%"
"10/13/2025","5.493","5.528","5.528","5.493","-0.87%"
"10/10/2025","5.541","5.518","5.549","5.496","0.87%"
"10/09/2025","5.493","5.525","5.541","5.493","-0.94%"
"10/08/2025","5.545","5.534","5.595","5.525","-0.93%"
"10/07/2025","5.597","5.542","5.597","5.541","1.69%"
"10/06/2025","5.504","5.579","5.579","5.504","-1.40%"
"10/03/2025","5.582","5.617","13.118","5.510","-0.62%"
"10/02/2025","5.617","5.617","5.617","5.617","0.29%"
"10/01/2025","5.601","5.745","5.844","5.601","0.41%"
"09/30/2025","5.578","5.602","5.732","5.428","-0.71%"
"09/29/2025","5.618","5.598","5.618","5.547","0.09%"
"09/26/2025","5.613","5.596","5.627","5.596","1.34%"
"09/25/2025","5.539","5.698","5.698","5.539","-0.47%"
"09/24/2025","5.565","5.574","5.585","5.541","0.23%"
"09/23/2025","5.552","5.563","5.575","5.552","-0.04%"
"09/22/2025","5.554","5.601","5.605","5.554","-0.80%"
"09/19/2025","5.599","5.557","5.607","5.557","0.83%"
"09/18/2025","5.553","5.617","5.733","5.553","-0.41%"
"09/17/2025","5.576","5.608","5.620","5.576","0.45%"
"09/16/2025","5.551","5.657","5.677","5.551","-1.44%"
"09/15/2025","5.632","5.655","5.656","5.632","-0.83%"
"09/12/2025","5.679","5.623","5.703","5.623","1.83%"
"09/11/2025","5.577","5.641","5.754","5.577","-1.74%"
"09/10/2025","5.676","5.623","5.685","5.623","1.68%"
"09/09/2025","5.582","5.656","5.656","5.582","-1.08%"
"09/08/2025","5.643","5.650","5.657","5.643","-0.25%"
"09/05/2025","5.657","5.650","5.657","5.643","0.14%"
"09/04/2025","5.649","5.730","15.222","5.630","-1.22%"
"09/03/2025","5.719","5.638","5.733","5.638","1.51%"
"09/02/2025","5.634","5.668","5.668","5.612","-1.05%"
"09/01/2025","5.694","5.648","5.694","5.648","0.49%"
"08/29/2025","5.666","5.598","5.666","5.558","0.46%"
"08/28/2025","5.640","5.577","5.640","5.577","1.13%"
"08/27/2025","5.577","5.577","5.577","5.577","-0.29%"
"08/26/2025","5.593","5.587","5.593","5.577","-0.32%"
"08/25/2025","5.611","5.607","5.611","5.587","-0.43%"
"08/22/2025","5.635","5.576","5.635","5.576","1.24%"
"08/21/2025","5.566","5.697","5.697","5.533","-1.10%"
"08/20/2025","5.628","5.520","5.628","5.473","0.86%"
"08/19/2025","5.580","5.545","5.580","5.505","-0.25%"
"08/18/2025","5.594","5.530","5.594","5.499","1.16%"
"08/15/2025","5.530","5.530","5.530","5.530","0.56%"
"08/14/2025","5.499","5.579","5.691","5.474","-1.54%"
"08/13/2025","5.585","5.519","5.585","5.499","0.83%"
"08/12/2025","5.539","5.556","5.615","5.519","0.11%"
"08/11/2025","5.533","5.549","5.556","5.430","-2.40%"
"08/08/2025","5.669","5.500","5.669","5.467","1.36%"
"08/07/2025","5.593","5.572","5.593","5.501","0.05%"
"08/06/2025","5.590","5.510","5.590","5.510","1.12%"
"08/05/2025","5.528","5.466","5.549","5.439","0.44%"
"08/04/2025","5.504","5.569","5.607","5.467","-0.63%"
"08/01/2025","5.539","5.548","5.570","5.539","-0.63%"
"07/31/2025","5.574","5.656","5.656","5.539","-0.11%"
