"Date","Price","Open","High","Low","Change %"
"03/09/2026","5.948","5.709","6.058","5.709","4.35%"
"03/06/2026","5.700","5.704","5.844","5.697","-0.38%"
"03/05/2026","5.722","5.718","5.818","5.643","0.05%"
"03/04/2026","5.719","5.665","5.814","5.665","0.95%"
"03/03/2026","5.665","5.665","5.665","5.665","0.00%"
"03/02/2026","5.665","5.657","5.825","5.657","0.11%"
"02/27/2026","5.659","5.668","5.726","5.659","-0.25%"
"02/26/2026","5.673","5.676","5.703","5.668","-0.07%"
"02/25/2026","5.677","5.685","5.712","5.669","-0.16%"
"02/24/2026","5.686","5.725","5.735","5.686","-0.70%"
"02/23/2026","5.726","5.734","5.781","5.720","-0.16%"
"02/20/2026","5.735","5.709","5.787","5.707","0.46%"
"02/19/2026","5.709","5.709","5.709","5.709","0.00%"
"02/18/2026","5.709","5.727","5.794","5.709","-0.35%"
"02/17/2026","5.729","5.728","5.740","5.720","0.00%"
"02/16/2026","5.729","5.721","5.756","5.703","0.12%"
"02/13/2026","5.722","5.745","5.774","5.722","-0.44%"
"02/12/2026","5.747","5.747","5.779","5.747","-0.02%"
"02/11/2026","5.748","5.739","5.829","5.739","0.14%"
"02/10/2026","5.740","5.746","5.805","5.720","-0.10%"
"02/09/2026","5.746","5.741","5.756","5.655","0.07%"
"02/06/2026","5.742","5.737","5.907","5.701","0.05%"
"02/05/2026","5.739","5.794","5.841","5.739","-0.97%"
"02/04/2026","5.795","5.826","5.859","5.795","-0.55%"
"02/03/2026","5.827","5.967","5.967","5.826","-2.35%"
"02/02/2026","5.967","5.851","6.012","5.851","1.98%"
"01/30/2026","5.851","5.891","5.920","5.851","-0.70%"
"01/29/2026","5.892","5.869","5.922","5.869","0.37%"
"01/28/2026","5.870","5.898","5.925","5.870","-0.47%"
"01/27/2026","5.898","5.898","5.908","5.896","0.00%"
"01/26/2026","5.898","5.898","5.898","5.898","0.00%"
"01/23/2026","5.898","5.842","5.905","5.842","0.91%"
"01/22/2026","5.845","5.874","5.893","5.845","-0.51%"
"01/21/2026","5.875","5.872","5.909","5.872","0.03%"
"01/20/2026","5.873","5.849","5.905","5.849","0.39%"
"01/19/2026","5.850","5.861","5.861","5.850","-0.19%"
"01/16/2026","5.861","5.838","5.862","5.838","0.36%"
"01/15/2026","5.840","5.840","5.840","5.840","-0.02%"
"01/14/2026","5.841","5.799","5.856","5.799","0.71%"
"01/13/2026","5.800","5.804","5.842","5.800","-0.09%"
"01/12/2026","5.805","5.805","5.833","5.795","-0.02%"
"01/09/2026","5.806","5.800","5.838","5.800","0.07%"
"01/08/2026","5.802","5.800","5.842","5.800","0.02%"
"01/07/2026","5.801","5.785","5.835","5.785","0.26%"
"01/06/2026","5.786","5.817","5.817","5.760","-0.55%"
"01/05/2026","5.818","5.773","5.859","5.773","0.76%"
"01/02/2026","5.774","5.775","5.856","5.773","-0.07%"
"01/01/2026","5.778","5.751","5.795","5.751","0.45%"
"12/31/2025","5.752","5.855","5.855","5.700","-1.78%"
"12/30/2025","5.856","5.770","5.856","5.769","1.49%"
"12/29/2025","5.770","5.810","5.810","5.712","-0.71%"
"12/26/2025","5.811","5.813","5.824","5.811","-0.03%"
"12/25/2025","5.813","5.813","5.813","5.813","0.00%"
"12/24/2025","5.813","5.830","5.830","5.786","-0.33%"
"12/23/2025","5.832","5.945","5.945","5.722","-1.92%"
"12/22/2025","5.946","5.854","5.946","5.854","1.55%"
"12/19/2025","5.855","5.810","5.855","5.798","0.74%"
"12/18/2025","5.812","5.836","5.840","5.739","-0.41%"
"12/17/2025","5.836","5.808","5.836","5.781","0.48%"
"12/16/2025","5.808","5.786","5.808","5.762","0.38%"
"12/15/2025","5.786","5.792","5.804","5.786","-0.10%"
"12/12/2025","5.792","5.812","5.934","5.792","-0.34%"
"12/11/2025","5.812","5.791","5.827","5.787","0.36%"
"12/10/2025","5.791","5.815","5.815","5.780","-0.41%"
"12/09/2025","5.815","5.770","5.835","5.764","-0.67%"
"12/08/2025","5.854","5.765","5.884","5.761","3.10%"
"12/05/2025","5.678","5.821","5.955","5.678","-2.46%"
"12/04/2025","5.821","5.822","5.847","5.821","-0.09%"
"12/03/2025","5.826","5.813","5.826","5.776","0.73%"
"12/02/2025","5.784","5.819","5.857","5.784","-0.31%"
"12/01/2025","5.802","5.764","5.819","5.737","1.20%"
"11/28/2025","5.733","5.795","5.814","5.733","-0.74%"
"11/27/2025","5.776","5.778","5.798","5.776","-0.03%"
"11/26/2025","5.778","5.776","5.780","5.767","0.16%"
"11/25/2025","5.769","5.790","5.790","5.768","-0.29%"
"11/24/2025","5.786","5.799","5.837","5.780","0.61%"
"11/21/2025","5.751","5.783","5.839","5.751","-0.55%"
"11/20/2025","5.783","5.783","5.810","5.781","0.00%"
"11/19/2025","5.783","5.783","5.785","5.755","0.63%"
"11/18/2025","5.747","5.800","5.823","5.747","-0.23%"
"11/17/2025","5.760","5.809","5.819","5.760","-0.35%"
"11/14/2025","5.780","5.819","5.819","5.780","-0.21%"
"11/13/2025","5.792","5.775","5.792","5.772","0.43%"
"11/12/2025","5.767","5.775","5.795","5.767","0.23%"
